Profiles,R Correlation
500-749,0.9943317345684716
750-999,0.9956723917599593
1000-1249,0.9944948824427082
1250-1499,0.9966892511237236
1500-1749,0.9985988726700954
1750-1999,0.9967288603231894
2000-2249,0.9940489136119849
2250-2499,0.9983345442874397
2500-2749,0.9960872124037009
