625001.250,6743155.730,1060.1
625021.250,6743155.730,1057.14
625041.250,6743155.730,1054.12
625061.250,6743155.730,1051.22
625081.250,6743155.730,1048.14
625101.250,6743155.730,1044.42
625121.250,6743155.730,1040.67
625141.250,6743155.730,1038.12
625161.250,6743155.730,1036.94
625181.250,6743155.730,1036.22
625201.250,6743155.730,1035.35
625221.250,6743155.730,1034.19
625241.250,6743155.730,1032.63
625261.250,6743155.730,1030.76
625281.250,6743155.730,1028.87
625301.250,6743155.730,1027.36
625321.250,6743155.730,1026.68
625341.250,6743155.730,1026.87
625361.250,6743155.730,1027.17
625381.250,6743155.730,1027.04
625401.250,6743155.730,1026.85
625421.250,6743155.730,1027.06
625441.250,6743155.730,1027.38
625461.250,6743155.730,1026.99
625481.250,6743155.730,1025.37
625501.250,6743155.730,1023.22
625521.250,6743155.730,1021.46
625541.250,6743155.730,1020.22
625561.250,6743155.730,1019.83
625581.250,6743155.730,1020.72
625601.250,6743155.730,1022.77
625621.250,6743155.730,1025.52
625641.250,6743155.730,1027.98
625661.250,6743155.730,1029.57
625681.250,6743155.730,1031.01
625701.250,6743155.730,1032.93
625721.250,6743155.730,1035.36
625741.250,6743155.730,1038.16
625761.250,6743155.730,1041.01
625781.250,6743155.730,1043.62
625801.250,6743155.730,1045.95
625821.250,6743155.730,1048.3
625841.250,6743155.730,1051
625861.250,6743155.730,1053.84
625881.250,6743155.730,1056.25
625901.250,6743155.730,1058.33
625921.250,6743155.730,1060.99
625941.250,6743155.730,1064.78
625961.250,6743155.730,1069.34
625981.250,6743155.730,1074.18
626001.250,6743155.730,1079.03
626021.250,6743155.730,1083.83
626041.250,6743155.730,1088.88
625001.250,6743135.730,1053.96
625021.250,6743135.730,1051.01
625041.250,6743135.730,1048
625061.250,6743135.730,1045.04
625081.250,6743135.730,1041.67
625101.250,6743135.730,1037.38
625121.250,6743135.730,1032.89
625141.250,6743135.730,1029.54
625161.250,6743135.730,1027.59
625181.250,6743135.730,1026.39
625201.250,6743135.730,1025.53
625221.250,6743135.730,1024.75
625241.250,6743135.730,1023.67
625261.250,6743135.730,1022.14
625281.250,6743135.730,1020.41
625301.250,6743135.730,1019.04
625321.250,6743135.730,1018.57
625341.250,6743135.730,1018.93
625361.250,6743135.730,1019.33
625381.250,6743135.730,1019.13
625401.250,6743135.730,1018.64
625421.250,6743135.730,1018.59
625441.250,6743135.730,1019.03
625461.250,6743135.730,1019.2
625481.250,6743135.730,1018.37
625501.250,6743135.730,1016.73
625521.250,6743135.730,1014.96
625541.250,6743135.730,1013.61
625561.250,6743135.730,1013.29
625581.250,6743135.730,1014.3
625601.250,6743135.730,1016.42
625621.250,6743135.730,1019.2
625641.250,6743135.730,1021.58
625661.250,6743135.730,1023.05
625681.250,6743135.730,1024.37
