"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-05-31 15:00:11,2122,625664.06450182,6742811.051357669,982.7908274792212
2023-05-31 16:00:11,2125,625664.2311302847,6742810.615923124,982.9605314798386
2023-05-31 17:00:11,2123,625664.1200446417,6742810.906212822,982.8473954794271
2023-05-31 18:00:11,2125,625664.2311302847,6742810.615923124,982.9605314798386
2023-05-31 19:00:10,2127,625664.3422159279,6742810.325633428,983.07366748025
2023-05-31 20:00:10,2126,625664.2866731063,6742810.470778275,983.0170994800442
2023-05-31 22:00:10,2124,625664.1755874631,6742810.7610679725,982.9039634796327
2023-05-31 23:00:10,2125,625664.2311302847,6742810.615923124,982.9605314798386
2023-06-01 05:00:11,2123,625664.1200446417,6742810.906212822,982.8473954794271
2023-06-01 06:00:11,2130,625664.5088443926,6742809.890198882,983.2433714808673
2023-06-01 07:00:10,2134,625664.731015679,6742809.309619489,983.4696434816902
2023-06-01 08:00:10,2121,625664.0089589985,6742811.196502518,982.7342594790156
2023-06-01 09:00:10,2130,625664.5088443926,6742809.890198882,983.2433714808673
2023-06-01 10:00:10,2137,625664.8976441437,6742808.874184944,983.6393474823074
2023-06-01 11:00:11,2133,625664.6754728573,6742809.454764337,983.4130754814845
2023-06-01 12:00:11,2134,625664.731015679,6742809.309619489,983.4696434816902
2023-06-01 13:00:11,2132,625664.6199300359,6742809.599909185,983.3565074812786
2023-06-01 14:00:11,2135,625664.7865585006,6742809.164474641,983.526211481896
2023-06-01 15:00:11,2136,625664.8421013221,6742809.019329793,983.5827794821017
2023-06-01 16:00:10,2137,625664.8976441437,6742808.874184944,983.6393474823074
2023-06-01 17:00:10,2141,625665.11981543,6742808.293605549,983.8656194831304
2023-06-01 18:00:10,2145,625665.3419867164,6742807.713026157,984.0918914839533
2023-06-01 19:00:10,2143,625665.2309010732,6742808.003315853,983.9787554835419
2023-06-01 20:00:10,2141,625665.11981543,6742808.293605549,983.8656194831304
2023-06-01 21:00:10,2138,625664.9531869653,6742808.729040095,983.6959154825132
2023-06-01 22:00:11,2144,625665.2864438947,6742807.858171006,984.0353234837476
2023-06-01 23:00:11,2141,625665.11981543,6742808.293605549,983.8656194831304
2023-06-02 00:00:11,2136,625664.8421013221,6742809.019329793,983.5827794821017
2023-06-02 05:00:10,2140,625665.0642726084,6742808.438750398,983.8090514829247
2023-06-02 06:00:10,2144,625665.2864438947,6742807.858171006,984.0353234837476
2023-06-02 07:00:10,2150,625665.6193122052,6742806.988162678,984.3746193434741
2023-06-02 08:00:10,2147,625665.4530723594,6742807.422736459,984.2050274843649
2023-06-02 09:00:11,2149,625665.5641580027,6742807.132446763,984.3181634847763
2023-06-02 10:00:11,2153,625665.7738948863,6742806.579408656,984.5408473632921
2023-06-02 11:00:11,2145,625665.3419867164,6742807.713026157,984.0918914839533
2023-06-02 12:00:11,2144,625665.2864438947,6742807.858171006,984.0353234837476
2023-06-02 13:00:11,-1,-1,-1,-1
2023-06-02 14:00:11,2150,625665.6193122052,6742806.988162678,984.3746193434741
2023-06-02 15:00:11,2157,625665.9800051277,6742806.034403294,984.7624847230494
2023-06-02 16:00:10,2154,625665.8254224466,6742806.443157315,984.5962567032313
2023-06-02 17:00:10,2163,625666.2891704899,6742805.216895251,985.0949407626854
2023-06-02 18:00:10,2161,625666.1861153692,6742805.489397932,984.9841220828068
2023-06-02 19:00:10,2161,625666.1861153692,6742805.489397932,984.9841220828068
2023-06-02 20:00:10,2164,625666.3406980502,6742805.08064391,985.1503501026248
2023-06-02 21:00:11,2160,625666.1345878089,6742805.6256492715,984.9287127428673
2023-06-02 22:00:11,2160,625666.1345878089,6742805.6256492715,984.9287127428673
2023-06-02 23:00:11,2160,625666.1345878089,6742805.6256492715,984.9287127428673
2023-06-03 00:00:11,2156,625665.9284775674,6742806.170654634,984.70707538311
2023-06-03 04:00:10,2163,625666.2891704899,6742805.216895251,985.0949407626854
2023-06-03 05:00:10,2166,625666.443753171,6742804.808141229,985.2611687825034
2023-06-03 06:00:10,2168,625666.5468082917,6742804.5356385475,985.3719874623822
2023-06-03 07:00:10,2169,625666.598335852,6742804.399387207,985.4273968023215
2023-06-03 08:00:11,2163,625666.2891704899,6742805.216895251,985.0949407626854
2023-06-03 09:00:11,2168,625666.5468082917,6742804.5356385475,985.3719874623822
2023-06-03 10:00:11,2168,625666.5468082917,6742804.5356385475,985.3719874623822
2023-06-03 11:00:11,2171,625666.7013909727,6742804.126884525,985.5382154822003
2023-06-03 12:00:11,2175,625666.9075012143,6742803.581879163,985.7598528419575
2023-06-03 13:00:10,2173,625666.8044460934,6742803.854381844,985.6490341620787
2023-06-03 14:00:11,2177,625667.0105563349,6742803.309376483,985.8706715218362
2023-06-03 15:00:10,2175,625666.9075012143,6742803.581879163,985.7598528419575
2023-06-03 16:00:10,2180,625667.165139016,6742802.90062246,986.0368995416542
2023-06-03 17:00:10,2180,625667.165139016,6742802.90062246,986.0368995416542
2023-06-03 18:00:10,2183,625667.319721697,6742802.491868439,986.2031275614722
2023-06-03 19:00:11,2183,625667.319721697,6742802.491868439,986.2031275614722
2023-06-03 20:00:11,2185,625667.4227768178,6742802.219365758,986.3139462413508
2023-06-03 21:00:11,2180,625667.165139016,6742802.90062246,986.0368995416542
2023-06-03 22:00:11,2188,625667.5773594988,6742801.810611737,986.4801742611689
2023-06-03 23:00:11,2187,625667.5258319385,6742801.946863077,986.4247649212296
2023-06-04 00:00:11,2178,625667.0620838952,6742803.173125141,985.9260808617755
