x,y
0,2178
1,2178
2,2178
3,2178
4,2178
5,2178
6,2178
7,2178
8,2178
9,2178
10,2178
11,2178
12,2178
13,2178
14,2178
15,2178
16,2178
17,2178
18,2178
19,2178
20,2178
21,2178
22,2178
23,2178
24,2178
25,2178
26,2178
27,2178
28,2178
29,2178
30,2178
31,2178
32,2178
33,2179
34,2179
35,2179
36,2179
37,2179
38,2179
39,2179
40,2179
41,2179
42,2179
43,2179
44,2179
45,2179
46,2179
47,2179
48,2179
49,2179
50,2179
51,2179
52,2179
53,2179
54,2179
55,2179
56,2179
57,2179
58,2179
59,2179
60,2179
61,2179
62,2179
63,2179
64,2179
65,2179
66,2179
67,2179
68,2179
69,2179
70,2179
71,2179
72,2179
73,2179
74,2179
75,2179
76,2179
77,2179
78,2179
79,2179
80,2179
81,2179
82,2179
83,2179
84,2179
85,2179
86,2179
87,2179
88,2179
89,2179
90,2179
91,2179
92,2179
93,2179
94,2179
95,2179
96,2179
97,2179
98,2180
99,2180
100,2180
101,2180
102,2180
103,2180
104,2180
105,2180
106,2180
107,2180
108,2180
109,2180
110,2180
111,2180
112,2180
113,2180
114,2180
115,2180
116,2180
117,2180
118,2180
119,2180
120,2180
121,2180
122,2180
123,2180
124,2180
125,2180
126,2180
127,2180
128,2180
129,2180
130,2180
131,2180
132,2180
133,2180
134,2180
135,2180
136,2180
137,2180
138,2180
139,2180
140,2180
141,2180
142,2180
143,2180
144,2180
145,2180
146,2180
147,2180
148,2180
149,2180
150,2180
151,2180
152,2180
153,2180
154,2180
155,2180
156,2180
157,2180
158,2180
159,2180
160,2180
161,2180
162,2180
163,2181
164,2181
165,2181
166,2181
167,2181
168,2181
169,2181
170,2181
171,2181
172,2181
173,2181
174,2181
175,2181
176,2181
177,2181
178,2181
179,2181
180,2181
181,2181
182,2181
183,2181
184,2181
185,2181
186,2181
187,2181
188,2181
189,2181
190,2181
191,2181
192,2181
193,2181
194,2181
195,2181
196,2181
197,2181
198,2181
199,2181
200,2181
201,2181
202,2181
203,2181
204,2181
205,2181
206,2181
207,2181
208,2181
209,2181
210,2181
211,2181
212,2181
213,2181
214,2181
215,2181
216,2181
217,2181
218,2181
219,2181
220,2181
221,2181
222,2181
223,2181
224,2181
225,2181
226,2181
227,2181
228,2182
229,2182
230,2182
231,2182
232,2182
233,2182
234,2182
235,2182
236,2182
237,2182
238,2182
239,2182
240,2182
241,2182
242,2182
243,2182
244,2182
245,2182
246,2182
247,2182
248,2182
249,2182
250,2182
251,2182
252,2182
253,2182
254,2182
255,2182
256,2182
257,2182
258,2182
259,2182
260,2182
261,2182
262,2182
263,2182
264,2182
265,2182
266,2182
267,2182
268,2182
269,2182
270,2182
271,2182
272,2182
273,2182
274,2182
275,2182
276,2182
277,2182
278,2182
279,2182
280,2182
281,2182
282,2182
283,2182
284,2182
285,2182
286,2182
287,2182
288,2182
289,2182
290,2182
291,2182
292,2182
293,2182
294,2183
295,2183
296,2183
297,2183
298,2183
299,2183
300,2183
301,2183
302,2183
303,2183
304,2183
305,2183
306,2183
307,2183
308,2183
309,2183
310,2183
311,2183
312,2183
313,2183
314,2183
315,2183
316,2183
317,2183
318,2183
319,2183
320,2183
321,2183
322,2183
323,2183
324,2183
325,2183
326,2183
327,2183
328,2183
329,2183
330,2183
331,2183
332,2183
333,2183
334,2183
335,2183
336,2183
337,2183
338,2183
339,2183
340,2183
341,2183
342,2183
343,2183
344,2183
345,2183
346,2183
347,2183
348,2183
349,2183
350,2183
351,2183
352,2183
353,2183
354,2183
355,2183
356,2183
357,2183
358,2183
359,2184
360,2184
361,2184
362,2184
363,2184
364,2184
365,2184
366,2184
367,2184
368,2184
369,2184
370,2184
371,2184
372,2184
373,2184
374,2184
375,2184
376,2184
377,2184
378,2184
379,2184
380,2184
381,2184
382,2184
383,2184
384,2184
385,2184
386,2184
387,2184
388,2184
389,2184
390,2184
391,2184
392,2184
393,2184
394,2184
395,2184
396,2184
397,2184
398,2184
399,2184
400,2184
401,2184
402,2184
403,2184
404,2184
405,2184
406,2184
407,2184
408,2184
409,2184
410,2184
411,2184
412,2184
413,2184
414,2184
415,2184
416,2184
417,2184
418,2184
419,2184
420,2184
421,2184
422,2184
423,2184
424,2185
425,2185
426,2185
427,2185
428,2185
429,2185
430,2185
431,2185
432,2185
433,2185
434,2185
435,2185
436,2185
437,2185
438,2185
439,2185
440,2185
441,2185
442,2185
443,2185
444,2185
445,2185
446,2185
447,2185
448,2185
449,2185
450,2185
451,2185
452,2185
453,2185
454,2185
455,2185
456,2185
457,2185
458,2185
459,2185
