x,y
0,2166
1,2166
2,2166
3,2166
4,2166
5,2166
6,2167
7,2167
8,2167
9,2167
10,2167
11,2167
12,2167
13,2167
14,2167
15,2167
16,2167
17,2167
18,2168
19,2168
20,2168
21,2168
22,2168
23,2168
24,2168
25,2168
26,2168
27,2168
28,2168
29,2169
30,2169
31,2169
32,2169
33,2169
34,2169
35,2169
36,2169
37,2169
38,2169
39,2169
40,2170
41,2170
42,2170
43,2170
44,2170
45,2170
46,2170
47,2170
48,2170
49,2170
50,2170
51,2170
52,2171
53,2171
54,2171
55,2171
56,2171
57,2171
58,2171
59,2171
60,2171
61,2171
62,2171
63,2172
64,2172
65,2172
66,2172
67,2172
68,2172
69,2172
70,2172
71,2172
72,2172
73,2172
74,2172
75,2173
76,2173
77,2173
78,2173
79,2173
80,2173
81,2173
82,2173
83,2173
84,2173
85,2173
86,2174
87,2174
88,2174
89,2174
90,2174
91,2174
92,2174
93,2174
94,2174
95,2174
96,2174
97,2174
98,2175
99,2175
100,2175
101,2175
102,2175
103,2175
104,2175
105,2175
106,2175
107,2175
108,2175
109,2176
110,2176
111,2176
112,2176
113,2176
114,2176
115,2176
116,2176
117,2176
118,2176
119,2176
120,2177
121,2177
122,2177
123,2177
124,2177
125,2177
126,2177
127,2177
128,2177
129,2177
130,2177
131,2177
132,2178
133,2178
134,2178
135,2178
136,2178
137,2178
138,2178
139,2178
140,2178
141,2178
142,2178
143,2179
144,2179
145,2179
146,2179
147,2179
148,2179
149,2179
150,2179
151,2179
152,2179
153,2179
154,2179
155,2180
156,2180
157,2180
158,2180
159,2180
160,2180
161,2180
162,2180
163,2180
164,2180
165,2180
166,2181
167,2181
168,2181
169,2181
170,2181
171,2181
172,2181
173,2181
174,2181
175,2181
176,2181
177,2181
178,2182
179,2182
180,2182
181,2182
182,2182
183,2182
184,2182
185,2182
186,2182
187,2182
188,2182
189,2183
190,2183
191,2183
192,2183
193,2183
194,2183
195,2183
196,2183
197,2183
198,2183
199,2183
200,2184
201,2184
202,2184
203,2184
204,2184
205,2184
206,2184
207,2184
208,2184
209,2184
210,2184
211,2184
212,2185
213,2185
214,2185
215,2185
216,2185
217,2185
218,2185
219,2185
220,2185
221,2185
222,2185
223,2185
224,2185
225,2185
226,2185
227,2185
228,2185
229,2185
230,2185
231,2185
232,2185
233,2185
234,2185
235,2185
236,2185
237,2185
238,2185
239,2185
240,2185
241,2185
242,2185
243,2185
244,2185
245,2185
246,2185
247,2185
248,2185
249,2185
250,2185
251,2185
252,2185
253,2185
254,2185
255,2185
256,2185
257,2185
258,2185
259,2185
260,2185
261,2185
262,2185
263,2185
264,2185
265,2185
266,2185
267,2185
268,2185
269,2185
270,2185
271,2185
272,2185
273,2185
274,2185
275,2185
276,2185
277,2185
278,2185
279,2185
280,2185
281,2185
282,2185
283,2185
284,2185
285,2185
286,2185
287,2185
288,2185
289,2185
290,2185
291,2185
292,2185
293,2185
294,2185
295,2185
296,2185
297,2185
298,2185
299,2185
300,2185
301,2185
302,2185
303,2185
304,2185
305,2185
306,2185
307,2185
308,2185
309,2185
310,2185
311,2185
312,2185
313,2185
314,2185
315,2185
316,2185
317,2185
318,2185
319,2185
320,2185
321,2185
322,2185
323,2185
324,2185
325,2185
326,2185
327,2185
328,2185
329,2185
330,2185
331,2185
332,2185
333,2185
334,2185
335,2185
336,2185
337,2185
338,2185
339,2185
340,2185
341,2185
342,2185
343,2185
344,2185
345,2185
346,2185
347,2185
348,2185
349,2185
350,2185
351,2185
352,2185
353,2185
354,2185
355,2185
356,2185
357,2185
358,2185
359,2185
360,2185
361,2185
362,2185
363,2185
364,2185
365,2185
366,2185
367,2185
368,2185
369,2185
370,2185
371,2185
372,2185
373,2185
374,2185
375,2185
376,2185
377,2185
378,2185
379,2185
380,2185
381,2185
382,2185
383,2185
384,2185
385,2185
386,2185
387,2185
388,2185
389,2185
390,2185
391,2185
392,2185
393,2185
394,2185
395,2185
396,2185
397,2185
398,2185
399,2185
400,2185
401,2185
402,2185
403,2185
404,2185
405,2185
406,2185
407,2185
408,2185
409,2185
410,2185
411,2185
412,2185
413,2185
414,2185
415,2185
416,2185
417,2185
418,2185
419,2185
420,2185
421,2185
422,2185
423,2185
424,2185
425,2185
426,2185
427,2185
428,2185
429,2185
430,2185
431,2185
432,2185
433,2185
434,2185
435,2185
436,2185
437,2185
438,2185
439,2185
440,2185
441,2185
442,2185
443,2185
444,2185
445,2185
446,2185
447,2185
448,2185
449,2185
450,2185
451,2185
452,2185
453,2185
454,2185
455,2185
456,2185
457,2185
458,2185
459,2185
460,2185
461,2185
462,2185
463,2185
464,2185
465,2185
466,2185
467,2185
468,2185
469,2185
470,2185
471,2185
472,2185
473,2185
474,2185
475,2185
476,2185
477,2185
478,2185
479,2185
480,2185
481,2185
482,2185
483,2185
484,2185
485,2185
486,2185
487,2185
488,2185
489,2185
490,2185
491,2185
492,2185
493,2185
494,2186
495,2186
496,2186
497,2186
498,2186
499,2186
500,2186
501,2186
502,2186
503,2186
504,2186
505,2186
506,2186
507,2186
508,2186
509,2186
510,2186
511,2186
512,2186
513,2186
514,2186
515,2186
516,2186
517,2186
518,2186
519,2186
520,2186
521,2186
522,2186
523,2186
524,2187
525,2187
526,2187
527,2187
528,2187
529,2187
530,2187
531,2187
532,2187
533,2187
534,2187
535,2187
536,2187
537,2187
538,2187
539,2187
540,2187
541,2187
542,2187
543,2187
544,2187
545,2187
546,2187
547,2187
548,2187
549,2187
550,2187
551,2187
552,2187
553,2187
554,2188
555,2188
556,2188
557,2188
558,2188
559,2188
560,2188
561,2188
562,2188
563,2188
564,2188
565,2188
566,2188
567,2188
568,2188
569,2188
570,2188
571,2188
572,2188
573,2188
574,2188
575,2188
576,2188
577,2188
578,2188
579,2188
580,2188
581,2188
582,2188
583,2188
584,2188
585,2189
586,2189
587,2189
588,2189
589,2189
590,2189
591,2189
592,2189
593,2189
594,2189
595,2189
596,2189
597,2189
598,2189
599,2189
600,2189
601,2189
602,2189
603,2189
604,2189
605,2189
606,2189
607,2189
608,2189
609,2189
610,2189
611,2189
612,2189
613,2189
614,2189
615,2190
616,2190
617,2190
618,2190
619,2190
620,2190
621,2190
622,2190
623,2190
624,2190
625,2190
626,2190
627,2190
628,2190
629,2190
630,2190
631,2190
632,2190
633,2190
634,2190
635,2190
636,2190
637,2190
638,2190
639,2190
640,2190
641,2190
642,2190
643,2190
644,2190
645,2190
646,2191
647,2191
648,2191
649,2191
650,2191
651,2191
652,2191
653,2191
654,2191
655,2191
656,2191
657,2191
658,2191
659,2191
660,2191
661,2191
662,2191
663,2191
664,2191
665,2191
666,2191
667,2191
668,2191
669,2191
670,2191
671,2191
672,2191
673,2191
674,2191
675,2191
676,2192
677,2192
678,2192
679,2192
680,2192
681,2192
682,2192
683,2192
684,2192
685,2192
686,2192
687,2192
688,2192
689,2192
690,2192
691,2192
692,2192
693,2192
694,2192
695,2192
696,2192
697,2192
698,2192
699,2192
700,2192
701,2192
702,2192
703,2192
704,2192
705,2192
706,2193
707,2193
708,2193
709,2193
710,2193
711,2193
712,2193
713,2193
714,2193
715,2193
716,2193
717,2193
718,2193
719,2193
720,2193
721,2193
722,2193
723,2193
724,2193
725,2193
726,2193
727,2193
728,2193
729,2193
730,2193
731,2193
732,2193
733,2193
734,2193
735,2193
736,2193
737,2194
738,2194
739,2194
740,2194
741,2194
742,2194
743,2194
744,2194
745,2194
746,2194
747,2194
748,2194
749,2194
750,2194
751,2194
752,2194
753,2194
754,2194
755,2194
756,2194
757,2194
758,2194
759,2194
760,2194
761,2194
762,2194
763,2194
764,2194
765,2194
766,2194
767,2195
768,2195
769,2195
