"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-06-15 15:00:10,2168,625668.8576234197,6742801.999594152,986.6260608247105
2023-06-15 16:00:10,2167,625668.8037442456,6742802.146322245,986.5694006933484
2023-06-15 17:00:10,-1,-1,-1,-1
2023-06-15 18:00:10,2158,625668.318831679,6742803.466875079,986.0594595110891
2023-06-15 19:00:11,2149,625667.8339191123,6742804.787427914,985.5495183288299
2023-06-15 20:00:11,2149,625667.8339191123,6742804.787427914,985.5495183288299
2023-06-15 21:00:11,2141,625667.4028857199,6742805.961252656,985.0962372779329
2023-06-15 22:00:11,2134,625667.0257315014,6742806.9883493055,984.699616358398
2023-06-15 23:00:11,2128,625666.7024564568,6742807.868717861,984.3596555702252
2023-06-16 00:00:11,2125,625666.5408189346,6742808.308902139,984.1896751761386
2023-06-16 05:00:11,2068,625663.7808843646,6742815.672493038,981.1770335452196
2023-06-16 07:00:11,2053,625663.1097535541,6742817.433009377,980.4227018067545
2023-06-16 08:00:11,-1,-1,-1,-1
2023-06-16 09:00:11,2036,625662.3491386356,6742819.428261228,979.567792503161
2023-06-16 10:00:11,2029,625662.0359442572,6742820.249835518,979.2157710252104
2023-06-16 11:00:10,2018,625661.5437816628,6742821.540880833,978.6625944170028
2023-06-16 12:00:10,2007,625661.0480463986,6742822.881802389,978.1386530832998
2023-06-16 13:00:10,1988,625660.1826378198,6742825.3255186835,977.3084447794474
2023-06-16 14:00:10,1972,625659.4538727008,6742827.383385036,976.6093219972561
2023-06-16 15:00:10,1959,625658.8617510416,6742829.055401447,976.0412847367256
2023-06-16 16:00:10,1947,625658.3151772025,6742830.598801211,975.516942650082
2023-06-16 17:00:11,1927,625657.4042208036,6742833.171134153,974.6430391723427
2023-06-16 18:00:11,1907,625656.4932644049,6742835.7434670925,973.7691356946034
2023-06-16 19:00:11,1887,625655.5823080062,6742838.3158000335,972.8952322168641
2023-06-16 20:00:11,1865,625654.5802559677,6742841.145366268,971.9339383913509
2023-06-16 21:00:11,-1,-1,-1,-1
2023-06-16 22:00:10,1825,625652.3630063536,6742847.084050046,970.5330968877088
2023-06-16 23:00:10,1791,625650.2745530944,6742852.541237358,969.5212378754067
2023-06-17 00:00:10,1768,625648.8617758895,6742856.232864069,968.8367450141435
2023-06-17 04:00:11,1653,625641.799436619,6742874.685010163,965.4106750516147
2023-06-17 05:00:11,1599,625636.5792596387,6742887.869861344,965.4185352191901
2023-06-17 06:00:11,-1,-1,-1,-1
2023-06-17 07:00:11,-1,-1,-1,-1
