"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-06-15 15:00:10,2168,625655.6893689556,6742817.313064199,979.7410794458708
2023-06-15 16:00:10,2167,625655.6441620004,6742817.438722445,979.6907398089108
2023-06-15 17:00:10,-1,-1,-1,-1
2023-06-15 18:00:10,2158,625655.2372994034,6742818.569646655,979.2376830762696
2023-06-15 19:00:11,2149,625654.8304368064,6742819.700570865,978.7846263436284
2023-06-15 20:00:11,2149,625654.8304368064,6742819.700570865,978.7846263436284
2023-06-15 21:00:11,2141,625654.4687811647,6742820.705836829,978.3819092479473
2023-06-15 22:00:11,2134,625654.1523324782,6742821.585444549,978.0295317892262
2023-06-15 23:00:11,2128,625653.8810907468,6742822.339394022,977.7274939674655
2023-06-16 00:00:11,2125,625653.7454698812,6742822.716368759,977.5764750565851
2023-06-16 05:00:11,2068,625650.898966591,6742830.305406334,975.2123849509301
2023-06-16 07:00:11,2053,625650.1408453046,6742832.316819777,974.6071942848199
2023-06-16 08:00:11,-1,-1,-1,-1
2023-06-16 09:00:11,2036,625649.2816411803,6742834.596421679,973.9213115298949
2023-06-16 10:00:11,2029,625648.9278512467,6742835.535081286,973.6388892190436
2023-06-16 11:00:10,2018,625648.3718956367,6742837.010117812,973.1950827305628
2023-06-16 12:00:10,2007,625647.8159400267,6742838.485154336,972.7512762420819
2023-06-16 13:00:10,1988,625646.8556530642,6742841.032944698,971.9847013983424
2023-06-16 14:00:10,1972,625646.0469903587,6742843.178452371,971.3391646878249
2023-06-16 15:00:10,1959,625645.3899519107,6742844.921677355,970.8146661105293
2023-06-16 16:00:10,1947,625644.7834548817,6742846.53080811,970.3305135776412
2023-06-16 17:00:11,1927,625643.7726265,6742849.2126927,969.5235926894943
2023-06-16 18:00:11,1907,625642.7617981184,6742851.894577292,968.7166718013473
2023-06-16 19:00:11,1887,625641.7509697366,6742854.576461883,967.9097509132004
2023-06-16 20:00:11,1865,625640.2411878279,6742858.555965776,967.4120370243583
2023-06-16 21:00:11,-1,-1,-1,-1
2023-06-16 22:00:10,1825,625637.0599121406,6742867.032668172,966.9691961561916
2023-06-16 23:00:10,1791,625634.3558278065,6742874.237865211,966.5927814182498
2023-06-17 00:00:10,1768,625632.5265942863,6742879.111969089,966.3381479190541
2023-06-17 04:00:11,1653,625623.3804266857,6742903.482488485,965.0649804230751
2023-06-17 05:00:11,1599,625618.1464018382,6742917.85232668,965.5249491569807
2023-06-17 06:00:11,-1,-1,-1,-1
2023-06-17 07:00:11,-1,-1,-1,-1
