"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-06-15 15:00:10,2168,625654.8511866315,6742817.195021287,979.7256843911493
2023-06-15 16:00:10,2167,625654.8058560666,6742817.320463378,979.6754170140127
2023-06-15 17:00:10,-1,-1,-1,-1
2023-06-15 18:00:10,2158,625654.3978809827,6742818.449442189,979.2230106197842
2023-06-15 19:00:11,2149,625653.9899058987,6742819.578421001,978.7706042255554
2023-06-15 20:00:11,2149,625653.9899058987,6742819.578421001,978.7706042255554
2023-06-15 21:00:11,2141,625653.6272613797,6742820.581957723,978.3684652084634
2023-06-15 22:00:11,2134,625653.3099474255,6742821.460052353,978.0165935685077
2023-06-15 23:00:11,2128,625653.0379640362,6742822.212704895,977.7149893056885
2023-06-16 00:00:11,2125,625652.9019723416,6742822.589031166,977.564187174279
2023-06-16 05:00:11,2068,625650.1143879364,6742830.061203131,975.0814376150481
2023-06-16 07:00:11,2053,625649.3548705397,6742832.068561066,974.4767851478562
2023-06-16 08:00:11,-1,-1,-1,-1
2023-06-16 09:00:11,2036,625648.4940841568,6742834.343566725,973.7915123517055
2023-06-16 10:00:11,2029,625648.1396427052,6742835.280333761,973.5093412003492
2023-06-16 11:00:10,2018,625647.5826632809,6742836.752396246,973.0659293910753
2023-06-16 12:00:10,2007,625647.0256838567,6742838.224458732,972.622517581801
2023-06-16 13:00:10,1988,625646.0636284876,6742840.767112116,971.8566244566915
2023-06-16 14:00:10,1972,625645.2534765978,6742842.908293913,971.2116618250202
2023-06-16 15:00:10,1959,625644.5952281874,6742844.648004123,970.6876296867871
2023-06-16 16:00:10,1947,625643.9876142701,6742846.253890471,970.2039077130337
2023-06-16 17:00:11,1927,625642.9749244079,6742848.930367717,969.3977044234445
2023-06-16 18:00:11,1907,625641.9622345456,6742851.6068449635,968.5915011338553
2023-06-16 19:00:11,1887,625640.910477944,6742854.479085123,967.8456014097588
2023-06-16 20:00:11,1865,625639.5382341528,6742858.405360542,967.2998685332784
2023-06-16 21:00:11,-1,-1,-1,-1
2023-06-16 22:00:10,1825,625636.4521762345,6742866.726620957,966.8116610768
2023-06-16 23:00:10,1791,625633.7481333462,6742873.9177820515,966.434724589458
2023-06-17 00:00:10,1768,625631.918927863,6742878.782391027,966.1797381421385
2023-06-17 04:00:11,1653,625622.772900447,6742903.105435903,964.9048059055406
2023-06-17 05:00:11,1599,625617.2755274742,6742918.27388984,965.6607966989865
2023-06-17 06:00:11,-1,-1,-1,-1
2023-06-17 07:00:11,-1,-1,-1,-1
