"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-06-15 15:00:10,2168,625666.5468082917,6742804.5356385475,985.3719874623822
2023-06-15 16:00:10,2167,625666.4952807314,6742804.671889888,985.3165781224427
2023-06-15 17:00:10,-1,-1,-1,-1
2023-06-15 18:00:10,2158,625666.0315326881,6742805.898151953,984.8178940629888
2023-06-15 19:00:11,2149,625665.5641580027,6742807.132446763,984.3181634847763
2023-06-15 20:00:11,2149,625665.5641580027,6742807.132446763,984.3181634847763
2023-06-15 21:00:11,2141,625665.11981543,6742808.293605549,983.8656194831304
2023-06-15 22:00:11,2134,625664.731015679,6742809.309619489,983.4696434816902
2023-06-15 23:00:11,2128,625664.3977587495,6742810.180488579,983.1302354804558
2023-06-16 00:00:11,2125,625664.2311302847,6742810.615923124,982.9605314798386
2023-06-16 05:00:11,2068,625661.3587967748,6742817.945220715,979.9416548246996
2023-06-16 07:00:11,2053,625660.6482176799,6742819.843854624,979.2734229259115
2023-06-16 08:00:11,-1,-1,-1,-1
2023-06-16 09:00:11,2036,625659.8407879475,6742822.026484295,978.5343133918594
2023-06-16 10:00:11,2029,625659.5083168813,6742822.925214159,978.2299741719556
2023-06-16 11:00:10,2018,625658.9858623486,6742824.337503947,977.7517268263925
2023-06-16 12:00:10,2007,625658.4634078158,6742825.7497937335,977.2734794808296
2023-06-16 13:00:10,1988,625657.5609863502,6742828.189203366,976.4474158839479
2023-06-16 14:00:10,1972,625656.8010524844,6742830.243443056,975.7517833813106
2023-06-16 15:00:10,1959,625656.1836062184,6742831.912512803,975.1865819729178
2023-06-16 16:00:10,1947,625655.6136558191,6742833.453192572,974.6648575959399
2023-06-16 17:00:11,1927,625654.6637384868,6742836.020992184,973.7953169676434
2023-06-16 18:00:11,1907,625653.7138211547,6742838.588791797,972.9257763393468
2023-06-16 19:00:11,1887,625652.7639038225,6742841.15659141,972.0562357110505
2023-06-16 20:00:11,1865,625651.718994757,6742843.981170984,971.0997410199243
2023-06-16 21:00:11,-1,-1,-1,-1
2023-06-16 22:00:10,1825,625649.4464012743,6742849.864214715,969.6893559702213
2023-06-16 23:00:10,1791,625647.307373946,6742855.280519317,968.67334458203
2023-06-17 00:00:10,1768,625645.8603848709,6742858.944490077,967.9860427606067
2023-06-17 04:00:11,1653,625637.7572484317,6742879.9478075085,965.4894922546457
2023-06-17 05:00:11,1599,625633.151683996,6742892.167360801,965.1458628501342
2023-06-17 06:00:11,-1,-1,-1,-1
2023-06-17 07:00:11,-1,-1,-1,-1
