"Date Time, GMT-07:00",y,x_3d,y_3d,z
2023-06-15 15:00:10,2168,625642.0759635047,6742875.62970378,992.803410886928
2023-06-15 16:00:10,2167,625642.0212470762,6742875.7746904865,992.764251796925
2023-06-15 17:00:10,-1,-1,-1,-1
2023-06-15 18:00:10,2158,625641.5287992213,6742877.07957086,992.4118199868999
2023-06-15 19:00:11,2149,625641.0495140473,6742878.350400936,992.056605395153
2023-06-15 20:00:11,2149,625641.0495140473,6742878.350400936,992.056605395153
2023-06-15 21:00:11,2141,625640.6366229956,6742879.446035493,991.7380810596433
2023-06-15 22:00:11,2134,625640.2753433252,6742880.404715732,991.4593722660723
2023-06-15 23:00:11,2128,625639.9656750363,6742881.22644165,991.22047901444
2023-06-16 00:00:11,2125,625639.8114323141,6742881.635798058,991.1009157620086
2023-06-16 05:00:11,2068,625637.43727582,6742887.953929819,988.7813978084498
2023-06-16 07:00:11,2053,625640.9337216547,6742879.456182973,987.2242345586111
2023-06-16 08:00:11,-1,-1,-1,-1
2023-06-16 09:00:11,2036,625637.4035780733,6742888.311302913,987.2563418632104
2023-06-16 10:00:11,2029,625636.4093971282,6742890.823324073,987.1623815416034
2023-06-16 11:00:10,2018,625635.9808205138,6742891.971941023,986.7499374369049
2023-06-16 12:00:10,2007,625637.2346696749,6742888.992506256,985.8965221060888
2023-06-16 13:00:10,1988,625637.4832285456,6742888.573862799,984.9021847038941
2023-06-16 14:00:10,1972,625639.3233239498,6742884.211483164,983.6283577409806
2023-06-16 15:00:10,1959,625640.0369157834,6742882.52950666,982.7807536351236
2023-06-16 16:00:10,1947,625640.6956159376,6742880.976912965,981.9983498451018
2023-06-16 17:00:11,1927,625616.1716427727,6742940.516139146,988.3809080396875
2023-06-16 18:00:11,1907,625583.5947574279,6743019.58179187,997.1793469551485
2023-06-16 19:00:11,1887,625583.2632162622,6743020.594337131,996.2989942492696
2023-06-16 20:00:11,1865,625600.8778665969,6742978.153996266,989.9367659551891
2023-06-16 21:00:11,-1,-1,-1,-1
2023-06-16 22:00:10,1825,625633.3283084907,6742899.924941566,978.2820358051462
2023-06-16 23:00:10,1791,625632.6463432643,6742902.023221375,977.2065251108334
2023-06-17 00:00:10,1768,625630.6712770476,6742907.028773248,976.8938125561448
2023-06-17 04:00:11,1653,625620.5285232057,6742932.6686327085,976.0901359780247
2023-06-17 05:00:11,1599,625614.0003424233,6742948.831821126,976.848885528209
2023-06-17 06:00:11,-1,-1,-1,-1
2023-06-17 07:00:11,-1,-1,-1,-1
