x,y
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,-1
72,-1
73,-1
74,-1
75,-1
76,-1
77,-1
78,2133
79,2133
80,2133
81,2133
82,2133
83,2133
84,2133
85,2133
86,2133
87,2133
88,2133
89,2133
90,2133
91,2133
92,2133
93,2133
94,2133
95,2133
96,2133
97,2133
98,2133
99,2133
100,2133
101,2133
102,2133
103,2133
104,2133
105,2133
106,2133
107,2133
108,2133
109,2133
110,2133
111,2133
112,2133
113,2133
114,2134
115,2134
116,2134
117,2134
118,2134
119,2134
120,2134
121,2134
122,2134
123,2134
124,2134
125,2134
126,2134
127,2134
128,2134
129,2134
130,2134
131,2134
132,2134
133,2134
134,2134
135,2134
136,2134
137,2134
138,2134
139,2134
140,2134
141,2134
142,2134
143,2134
144,2134
145,2134
146,2134
147,2134
148,2134
149,2134
150,2134
151,2134
152,2134
153,2134
154,2134
155,2134
156,2134
157,2134
158,2134
159,2134
160,2134
161,2134
162,2134
163,2134
164,2134
165,2134
166,2134
167,2134
168,2134
169,2134
170,2134
171,2134
172,2134
173,2134
174,2134
175,2134
176,2134
177,2134
178,2134
179,2134
180,2134
181,2134
182,2134
183,2134
184,2134
185,2134
186,2135
187,2135
188,2135
189,2135
190,2135
191,2135
192,2135
193,2135
194,2135
195,2135
196,2135
197,2135
198,2135
199,2135
200,2135
201,2135
202,2135
203,2135
204,2135
205,2135
206,2135
207,2135
208,2135
209,2135
210,2135
211,2135
212,2135
213,2135
214,2135
215,2135
216,2135
217,2135
218,2135
219,2135
220,2135
221,2135
222,2135
223,2135
224,2135
225,2135
226,2135
227,2135
228,2135
229,2135
230,2135
231,2135
232,2135
233,2135
234,2135
235,2135
236,2135
237,2135
238,2135
239,2135
240,2135
241,2135
242,2135
243,2135
244,2135
245,2135
246,2135
247,2135
248,2135
249,2135
250,2135
251,2135
252,2135
253,2135
254,2135
255,2135
256,2135
257,2135
258,2136
259,2136
260,2136
261,2136
262,2136
263,2136
264,2136
265,2136
266,2136
267,2136
268,2136
269,2136
270,2136
271,2136
272,2136
273,2136
274,2136
275,2136
276,2136
277,2136
278,2136
279,2136
280,2136
281,2136
282,2136
283,2136
284,2136
285,2136
286,2136
287,2136
288,2136
289,2136
290,2136
291,2136
292,2136
293,2136
294,2136
295,2136
296,2136
297,2136
298,2136
299,2136
300,2136
301,2136
302,2136
303,2136
304,2136
305,2136
306,2136
307,2136
308,2136
309,2136
310,2136
311,2136
312,2136
313,2136
314,2136
315,2136
316,2136
317,2136
318,2136
319,2136
320,2136
321,2136
322,2136
323,2136
324,2136
325,2136
326,2136
327,2136
328,2136
329,2136
330,2137
331,2137
332,2137
333,2137
334,2137
335,2137
336,2137
337,2137
338,2137
339,2137
340,2137
341,2137
342,2137
343,2137
344,2137
345,2137
346,2137
347,2137
348,2137
349,2137
350,2137
351,2137
352,2137
353,2137
354,2137
355,2137
356,2137
357,2137
358,2137
359,2137
360,2137
361,2137
362,2137
363,2137
364,2137
365,2137
366,2137
367,2137
368,2137
369,2137
370,2137
371,2137
372,2137
373,2137
374,2137
375,2137
376,2137
377,2137
378,2137
379,2137
380,2137
381,2137
382,2137
383,2137
384,2137
385,2137
386,2138
387,2138
388,2138
389,2138
390,2138
391,2138
392,2138
393,2138
394,2138
395,2138
396,2138
397,2138
398,2138
399,2138
400,2138
401,2138
402,2138
403,2138
404,2138
405,2138
406,2138
407,2138
408,2138
409,2138
410,2138
411,2138
412,2138
413,2138
414,2138
415,2138
416,2138
417,2138
418,2138
419,2138
420,2138
421,2138
422,2138
423,2138
424,2138
425,2138
426,2139
427,2139
428,2139
429,2139
430,2139
431,2139
432,2139
433,2139
434,2139
435,2139
436,2139
437,2139
438,2139
439,2139
440,2139
441,2139
442,2139
443,2139
444,2139
445,2139
446,2139
447,2139
448,2139
449,2139
450,2139
451,2139
452,2139
453,2139
454,2139
455,2139
456,2139
457,2139
458,2139
459,2139
460,2139
461,2139
462,2139
463,2139
464,2139
465,2139
466,2140
467,2140
468,2140
469,2140
470,2140
471,2140
472,2140
473,2140
474,2140
475,2140
476,2140
477,2140
478,2140
479,2140
480,2140
481,2140
482,2140
483,2140
484,2140
485,2140
486,2140
487,2140
488,2140
489,2140
490,2140
491,2140
492,2140
493,2140
494,2140
495,2140
496,2140
497,2140
498,2140
499,2140
500,2140
501,2140
502,2140
503,2140
504,2140
505,2140
506,2141
507,2141
508,2141
509,2141
510,2141
511,2141
512,2141
513,2141
514,2141
515,2141
516,2141
517,2141
518,2141
519,2141
520,2141
521,2141
522,2141
523,2141
524,2141
525,2141
526,2141
527,2141
528,2141
529,2141
530,2141
531,2141
532,2141
533,2141
534,2141
535,2141
536,2141
537,2141
538,2141
539,2141
540,2141
541,2141
542,2141
543,2141
544,2141
545,2141
546,2142
547,2142
548,2142
549,2142
550,2142
551,2142
552,2142
553,2142
554,2142
555,2142
556,2142
557,2142
558,2142
559,2142
560,2142
561,2142
562,2142
563,2142
564,2142
565,2142
566,2142
567,2142
568,2142
569,2142
570,2142
571,2142
572,2142
573,2142
574,2142
575,2142
576,2142
577,2142
578,2142
579,2142
580,2142
581,2142
582,2142
583,2142
584,2142
585,2142
586,2143
587,2143
588,2143
589,2143
590,2143
591,2143
592,2143
593,2143
594,2143
595,2143
596,2143
597,2143
598,2143
599,2143
600,2143
601,2143
602,2143
603,2143
604,2143
605,2143
606,2143
607,2143
608,2143
609,2143
610,2143
611,2143
612,2143
613,2143
614,2143
615,2143
616,2143
617,2143
618,2143
619,2143
620,2143
621,2143
622,2143
623,2143
624,2143
625,2143
626,2144
627,2144
628,2144
629,2144
630,2144
631,2144
632,2144
633,2144
634,2144
635,2144
636,2144
637,2144
638,2144
639,2144
640,2144
641,2144
642,2144
643,2144
644,2144
645,2144
646,2144
647,2144
648,2144
649,2144
