x,y
0,-1
1,-1
2,2114
3,2114
4,2114
5,2114
6,2114
7,2114
8,2114
9,2114
10,2114
11,2114
12,2114
13,2114
14,2114
15,2114
16,2114
17,2114
18,2114
19,2114
20,2114
21,2114
22,2114
23,2114
24,2114
25,2114
26,2114
27,2114
28,2114
29,2114
30,2114
31,2114
32,2114
33,2115
34,2115
35,2115
36,2115
37,2115
38,2115
39,2115
40,2115
41,2115
42,2115
43,2115
44,2115
45,2115
46,2115
47,2115
48,2115
49,2115
50,2115
51,2115
52,2115
53,2115
54,2115
55,2115
56,2115
57,2115
58,2115
59,2115
60,2115
61,2115
62,2115
63,2115
64,2115
65,2115
66,2115
67,2115
68,2115
69,2115
70,2115
71,2115
72,2115
73,2115
74,2115
75,2115
76,2115
77,2115
78,2115
79,2115
80,2115
81,2115
82,2115
83,2115
84,2115
85,2115
86,2115
87,2115
88,2115
89,2115
90,2115
91,2115
92,2115
93,2115
94,2115
95,2116
96,2116
97,2116
98,2116
99,2116
100,2116
101,2116
102,2116
103,2116
104,2116
105,2116
106,2116
107,2116
108,2116
109,2116
110,2116
111,2116
112,2116
113,2116
114,2116
115,2116
116,2116
117,2116
118,2116
119,2116
120,2116
121,2116
122,2116
123,2116
124,2116
125,2116
126,2116
127,2116
128,2116
129,2116
130,2116
131,2116
132,2116
133,2116
134,2116
135,2116
136,2116
137,2116
138,2116
139,2116
140,2116
141,2116
142,2116
143,2116
144,2116
145,2116
146,2116
147,2116
148,2116
149,2116
150,2116
151,2116
152,2116
153,2116
154,2116
155,2116
156,2117
157,2117
158,2117
159,2117
160,2117
161,2117
162,2117
163,2117
164,2117
165,2117
166,2117
167,2117
168,2117
169,2117
170,2117
171,2117
172,2117
173,2117
174,2117
175,2117
176,2117
177,2117
178,2117
179,2117
180,2117
181,2117
182,2117
183,2117
184,2117
185,2117
186,2117
187,2117
188,2117
189,2117
190,2117
191,2117
192,2117
193,2117
194,2117
195,2117
196,2117
197,2117
198,2117
199,2117
200,2117
201,2117
202,2117
203,2117
204,2117
205,2117
206,2117
207,2117
208,2117
209,2117
210,2117
211,2117
212,2117
213,2117
214,2117
215,2117
216,2117
217,2117
218,2118
219,2118
220,2118
221,2118
222,2118
223,2118
224,2118
225,2118
226,2118
227,2118
228,2118
229,2118
230,2118
231,2118
232,2118
233,2118
234,2118
235,2118
236,2118
237,2118
238,2118
239,2118
240,2118
241,2118
242,2118
243,2118
244,2118
245,2118
246,2118
247,2118
248,2118
249,2118
250,2118
251,2118
252,2118
253,2118
254,2118
255,2118
256,2118
257,2118
258,2118
259,2118
260,2118
261,2118
262,2118
263,2118
264,2118
265,2118
266,2118
267,2118
268,2118
269,2118
270,2118
271,2118
272,2118
273,2118
274,2118
275,2118
276,2118
277,2118
278,2118
279,2119
280,2119
281,2119
282,2119
283,2119
284,2119
285,2119
286,2119
287,2119
288,2119
289,2119
290,2119
291,2119
292,2119
293,2119
294,2119
295,2119
296,2119
297,2119
298,2119
299,2119
300,2119
301,2119
302,2119
303,2119
304,2119
305,2119
306,2119
307,2119
308,2119
309,2119
310,2119
311,2119
312,2119
313,2119
314,2119
315,2119
316,2119
317,2119
318,2119
319,2119
320,2119
321,2119
322,2119
323,2119
324,2119
325,2119
326,2119
327,2119
328,2119
329,2119
330,2119
331,2119
332,2119
333,2119
334,2119
335,2119
336,2119
337,2119
338,2119
339,2119
340,2119
341,2120
342,2120
343,2120
344,2120
345,2120
346,2120
347,2120
348,2120
349,2120
350,2120
351,2120
352,2120
353,2120
354,2120
355,2120
356,2120
357,2120
358,2120
359,2120
360,2120
361,2120
362,2120
363,2120
364,2120
365,2120
366,2120
367,2120
368,2120
369,2120
370,2120
371,2120
372,2120
373,2120
374,2120
375,2120
376,2120
377,2120
378,2120
379,2120
380,2120
381,2120
382,2120
383,2120
384,2120
385,2120
386,2120
387,2120
388,2120
389,2120
390,2120
391,2120
392,2120
393,2120
394,2120
395,2120
396,2120
397,2120
398,2120
399,2120
400,2120
401,2120
402,2121
403,2121
404,2121
405,2121
406,2121
407,2121
408,2121
409,2121
410,2121
411,2121
412,2121
413,2121
414,2121
415,2121
416,2121
417,2121
418,2121
419,2121
420,2121
421,2121
422,2121
423,2121
424,2121
425,2121
426,2121
427,2121
428,2121
429,2121
430,2121
431,2121
432,2121
433,2121
434,2121
435,2121
436,2121
437,2121
438,2121
439,2121
440,2121
441,2121
442,2121
443,2121
444,2121
445,2121
446,2121
447,2121
448,2121
449,2121
450,2121
451,2121
452,2121
453,2121
454,2121
455,2121
456,2121
457,2121
458,2121
459,2121
460,2121
461,2121
462,2121
463,2121
464,2122
465,2122
466,2122
467,2122
468,2122
469,2122
470,2122
471,2122
472,2122
473,2122
474,2122
475,2122
476,2122
477,2122
478,2122
479,2122
480,2122
481,2122
482,2122
483,2122
484,2122
485,2122
486,2122
487,2122
488,2122
489,2122
490,2122
491,2122
492,2122
493,2122
494,2122
495,2122
496,2122
497,2122
498,2122
499,2122
500,2122
501,2122
502,2122
503,2122
504,2122
505,2122
506,2122
507,2122
508,2122
509,2122
510,2122
511,2122
512,2122
513,2122
514,2122
515,2122
516,2122
517,2122
518,2122
519,2122
520,2122
521,2122
522,2122
523,2122
524,2122
525,2123
526,2123
527,2123
528,2123
529,2123
530,2123
531,2123
532,2123
533,2123
534,2123
535,2123
536,2123
537,2123
538,2123
539,2123
540,2123
541,2123
542,2123
543,2123
544,2123
545,2123
546,2123
547,2123
548,2123
549,2123
550,2123
551,2123
552,2123
553,2123
554,2123
555,2123
556,2123
557,2123
558,2123
559,2123
560,2123
561,2123
562,2123
563,2123
564,2123
565,2123
566,2123
567,2123
568,2123
569,2123
570,2123
571,2123
572,2123
573,2123
574,2123
575,2123
576,2123
577,2123
578,2123
579,2123
580,2123
581,2123
582,2123
583,2123
584,2123
585,2123
586,2123
587,2124
588,2124
589,2124
590,2124
591,2124
592,2124
593,2124
594,2124
595,2124
596,2124
597,2124
598,2124
599,2124
600,2124
601,2124
602,2124
603,2124
604,2124
605,2124
606,2124
607,2124
608,2124
609,2124
610,2124
611,2124
612,2124
613,2124
614,2124
615,2124
616,2124
617,2124
618,2124
619,2124
620,2124
621,2124
622,2124
623,2124
624,2124
625,2124
626,2124
627,2124
628,2124
629,2124
630,2124
631,2124
632,2124
633,2124
634,2124
635,2124
636,2124
637,2124
638,2124
639,2124
640,2124
641,2124
642,2124
643,2124
644,2124
645,2124
646,2124
647,2124
648,2125
649,2125
